full_name,email,phone_number,national_id,age,gender,region,marital_status,income,balance,credit_score,transaction_amount,created_date,last_login_date,source_system_code,internal_batch_id
Person_349,person_349@example.com,555-0349,737-23-3154,50,M,West,Single,84981.2,10336.05,532,111.62,2024-08-31,2024-09-18,SYS_A,BATCH-3878
Person_350,person_350@example.com,555-0350,640-69-2076,28,M,Southeast,Single,68720.53,19962.98,616,134.55,2024-03-04,2024-10-11,SYS_A,BATCH-4642
Person_351,person_351@example.com,555-0351,556-42-5515,23,F,South,Single,64871.56,18537.78,843,19.48,2024-11-11,2024-07-10,SYS_A,BATCH-6194
Person_352,person_352@example.com,555-0352,961-16-9958,33,F,Midlands,Divorced,43098.32,14512.62,677,90.78,2024-02-25,2024-08-03,SYS_A,BATCH-5038
Person_353,person_353@example.com,555-0353,504-78-4819,46,M,Central,,65295.69,11468.94,596,1013.31,2024-08-04,2024-12-03,SYS_A,BATCH-3183
Person_354,person_354@example.com,555-0354,379-78-7188,28,M,Southeast,Married,35533.08,16212.33,333,133.9,2024-03-01,2024-08-31,SYS_A,BATCH-4375
Person_355,person_355@example.com,555-0355,229-72-7776,24,F,Southwest,Married,43053.25,19402.03,344,118.42,2024-05-11,2024-09-14,SYS_A,BATCH-6478
Person_356,person_356@example.com,555-0356,448-92-6767,71,M,Midlands,Married,79610.58,31494.39,384,225.16,2024-08-28,2024-10-16,SYS_A,BATCH-1340
Person_357,person_357@example.com,555-0357,399-10-7073,41,F,South,Married,75897.49,22515.36,664,214.34,2024-12-30,2024-07-09,SYS_B,BATCH-4023
Person_358,person_358@example.com,555-0358,287-77-5725,54,M,East,Married,30002.77,22807.92,482,30.9,2024-12-28,2024-09-30,SYS_A,BATCH-3635
Person_359,person_359@example.com,555-0359,519-24-7402,51,F,South,Widowed,31959.88,39708.1,432,268.14,2024-11-22,2024-09-01,SYS_B,BATCH-1632
Person_360,person_360@example.com,555-0360,249-47-8525,64,M,South,Single,51758.87,19127.67,669,30.08,2024-03-26,2024-07-26,SYS_B,BATCH-2103
Person_361,person_361@example.com,555-0361,927-98-9621,64,F,Central,Divorced,116199.78,18877.15,749,57.19,2024-02-04,2024-09-14,SYS_B,BATCH-5460
Person_362,person_362@example.com,555-0362,599-27-8550,36,M,Midlands,Single,20000.0,20632.12,541,14.79,2024-11-26,2024-09-19,SYS_B,BATCH-1921
Person_363,person_363@example.com,555-0363,820-98-6857,71,F,Midlands,Married,56340.36,6928.27,785,383.67,2024-12-02,2024-08-02,SYS_B,BATCH-4103
Person_364,person_364@example.com,555-0364,227-54-5033,41,M,Central,Divorced,24636.35,11448.79,704,314.98,2024-04-11,2024-10-07,SYS_A,BATCH-6047
Person_365,person_365@example.com,555-0365,857-44-3957,70,M,Northeast,Married,35697.45,10950.65,694,108.71,2024-01-07,2024-11-14,SYS_A,BATCH-8863
Person_366,person_366@example.com,555-0366,171-84-7797,43,F,Southwest,Married,40855.05,20180.91,778,270.89,2024-08-24,2024-08-17,SYS_A,BATCH-1888
Person_367,person_367@example.com,555-0367,137-48-5316,24,M,Midlands,,39725.39,13606.6,401,556.97,2024-01-28,2024-12-24,SYS_B,BATCH-4911
Person_368,person_368@example.com,555-0368,521-91-2355,65,M,South,Married,37537.74,16105.79,717,47.04,2024-01-15,2024-10-20,SYS_B,BATCH-1926
Person_369,person_369@example.com,555-0369,375-26-3196,19,M,Central,Married,49197.77,23699.64,827,118.89,2024-12-08,2024-11-19,SYS_B,BATCH-4856
Person_370,person_370@example.com,555-0370,915-93-1401,66,M,Northwest,,37510.35,21905.21,846,27.59,2024-06-29,2024-07-11,SYS_B,BATCH-5324
Person_371,person_371@example.com,555-0371,668-30-2732,20,M,East,Married,23594.56,13706.23,618,3.93,2024-02-10,2024-11-17,SYS_A,BATCH-8192
Person_372,person_372@example.com,555-0372,362-27-5411,31,F,West,Single,72398.06,9640.04,715,43.11,2024-08-26,2024-08-30,SYS_A,BATCH-4980
Person_373,person_373@example.com,555-0373,995-62-7508,56,M,Midlands,Single,71427.35,24082.2,789,250.58,2024-05-14,2024-11-07,SYS_A,BATCH-9418
Person_374,person_374@example.com,555-0374,543-11-1756,77,F,Midlands,Single,74726.28,21191.13,769,198.33,2024-07-14,2024-11-24,SYS_A,BATCH-2238
Person_375,person_375@example.com,555-0375,341-31-8564,43,Other,Midlands,Married,22688.94,2149.95,794,131.38,2024-11-24,2024-08-14,SYS_B,BATCH-1478
Person_376,person_376@example.com,555-0376,858-86-6737,25,M,Northwest,Single,56923.25,12494.77,758,221.67,2024-03-27,2024-08-15,SYS_A,BATCH-1040
Person_377,person_377@example.com,555-0377,599-67-4660,32,F,South,,68733.32,16324.12,510,470.95,2024-08-23,2024-07-10,SYS_B,BATCH-4210
Person_378,person_378@example.com,555-0378,702-80-7865,74,F,East,Married,29272.36,21230.64,702,209.26,2024-10-29,2024-10-18,SYS_B,BATCH-2736
Person_379,person_379@example.com,555-0379,651-15-7523,63,F,Central,Single,49246.16,,526,347.24,2024-06-03,2024-11-19,SYS_A,BATCH-1824
Person_380,person_380@example.com,555-0380,429-76-5855,24,M,Central,Married,46252.31,17271.25,741,159.58,2024-12-20,2024-09-12,SYS_B,BATCH-3122
Person_381,person_381@example.com,555-0381,892-40-9381,42,M,Central,Divorced,123139.77,19681.98,746,11.27,2024-06-12,2024-07-28,SYS_A,BATCH-9773
Person_382,person_382@example.com,555-0382,859-39-5342,34,M,Northeast,Single,128315.59,15513.09,815,133.15,2024-06-16,2024-08-26,SYS_B,BATCH-8201
Person_383,person_383@example.com,555-0383,577-78-7201,29,F,West,Single,21328.98,9609.19,624,489.44,2024-11-18,2024-09-11,SYS_B,BATCH-1167
Person_384,person_384@example.com,555-0384,865-42-5542,71,Other,Southeast,Single,150000.0,12909.88,561,228.9,2024-08-20,2024-12-15,SYS_A,BATCH-9238
Person_385,person_385@example.com,555-0385,487-90-3744,56,F,East,Single,31019.99,15151.93,391,1138.84,2024-11-13,2024-07-21,SYS_B,BATCH-2847
Person_386,person_386@example.com,555-0386,627-20-8651,29,M,East,Married,80044.39,14722.57,651,248.81,2024-10-15,2024-08-31,SYS_A,BATCH-4653
Person_387,person_387@example.com,555-0387,445-40-6245,58,F,North,Widowed,79638.19,-84.58,612,409.58,2024-09-17,2024-10-25,SYS_B,BATCH-3948
Person_388,person_388@example.com,555-0388,548-85-5782,44,M,South,Single,29796.76,11820.13,583,451.62,2024-03-29,2024-08-11,SYS_A,BATCH-4644
Person_389,person_389@example.com,555-0389,564-19-1197,21,F,Southwest,Married,62732.43,15449.65,672,192.4,2024-05-25,2024-12-09,SYS_A,BATCH-7845
Person_390,person_390@example.com,555-0390,458-98-9255,46,M,West,Single,46454.71,12749.04,768,161.62,2024-11-11,2024-12-14,SYS_A,BATCH-7411
Person_391,person_391@example.com,555-0391,665-66-4523,29,F,South,Married,64677.26,13025.41,381,249.92,2024-08-12,2024-09-07,SYS_A,BATCH-6345
Person_392,person_392@example.com,555-0392,259-10-4049,33,F,Southeast,Married,55013.62,18903.93,537,439.64,2024-04-12,2024-11-13,SYS_A,BATCH-6641
Person_393,person_393@example.com,555-0393,384-27-3332,73,M,Central,Married,89158.39,6368.34,697,347.87,2024-04-29,2024-11-15,SYS_B,BATCH-7547
Person_394,person_394@example.com,555-0394,122-64-9346,62,M,North,Single,50904.15,1975.66,751,328.8,2024-10-10,2024-11-02,SYS_B,BATCH-2657
Person_395,person_395@example.com,555-0395,721-49-4781,26,F,East,Married,45074.09,12214.64,728,43.75,2024-03-06,2024-08-02,SYS_B,BATCH-4560
Person_396,person_396@example.com,555-0396,376-22-6385,71,M,South,Widowed,84798.41,21112.92,740,130.11,2024-02-10,2024-07-08,SYS_A,BATCH-1969
Person_397,person_397@example.com,555-0397,609-10-4739,54,F,Northeast,Single,65525.72,,771,303.42,2024-10-06,2024-09-01,SYS_A,BATCH-7336
Person_398,person_398@example.com,555-0398,349-25-7326,73,F,East,Single,70679.21,21257.03,829,163.23,2024-04-15,2024-07-23,SYS_B,BATCH-4938
Person_399,person_399@example.com,555-0399,572-66-7420,65,F,North,Single,35161.49,3253.89,635,632.34,2024-10-06,2024-08-22,SYS_A,BATCH-6734
Person_400,person_400@example.com,555-0400,982-81-6582,39,M,North,Married,29067.29,13141.06,437,14.87,2024-07-13,2024-10-25,SYS_A,BATCH-6082
Person_401,person_401@example.com,555-0401,890-52-9861,51,M,Central,Married,36906.35,17053.08,610,92.99,2024-12-30,2024-10-15,SYS_A,BATCH-3462
Person_402,person_402@example.com,555-0402,784-67-9129,51,M,North,Married,35939.39,16420.73,691,12.95,2024-07-10,2024-08-06,SYS_A,BATCH-2248
Person_403,person_403@example.com,555-0403,563-74-3562,63,Other,Southwest,Married,72627.55,19314.44,355,87.63,2024-11-12,2024-07-02,SYS_A,BATCH-9755
Person_404,person_404@example.com,555-0404,965-65-8037,33,M,South,Divorced,79856.94,7663.61,717,3.33,2024-11-06,2024-08-09,SYS_B,BATCH-3639
Person_405,person_405@example.com,555-0405,514-87-1667,38,M,Northeast,Divorced,45362.22,15519.54,599,1025.16,2024-03-18,2024-09-21,SYS_A,BATCH-1985
Person_406,person_406@example.com,555-0406,202-55-7590,33,M,West,Single,100253.73,18362.58,815,250.24,2024-12-29,2024-11-20,SYS_B,BATCH-3753
Person_407,person_407@example.com,555-0407,827-49-6846,36,Other,West,Married,97171.69,21605.37,416,218.6,2024-09-29,2024-09-04,SYS_A,BATCH-9120
Person_408,person_408@example.com,555-0408,597-95-6886,28,M,North,Single,55364.81,8554.25,799,225.52,2024-02-09,2024-08-20,SYS_A,BATCH-3351
Person_409,person_409@example.com,555-0409,474-96-1965,20,F,Northwest,Single,32501.91,12238.75,546,98.01,2024-01-03,2024-10-08,SYS_B,BATCH-9880
Person_410,person_410@example.com,555-0410,985-23-3593,77,F,Southwest,Widowed,107762.86,-5000.0,616,49.43,2024-04-09,2024-07-12,SYS_B,BATCH-5146
Person_411,person_411@example.com,555-0411,838-75-9732,22,F,North,Married,47547.82,10028.3,663,271.91,2024-01-06,2024-08-09,SYS_A,BATCH-8755
Person_412,person_412@example.com,555-0412,774-66-4118,73,Other,South,,52212.78,10804.68,619,36.86,2024-05-10,2024-07-05,SYS_A,BATCH-6876
Person_413,person_413@example.com,555-0413,104-21-3679,18,F,Midlands,Married,41365.29,6843.32,798,13.36,2024-12-29,2024-10-04,SYS_B,BATCH-1395
Person_414,person_414@example.com,555-0414,136-55-7995,66,F,Central,Married,31417.01,16324.9,392,109.05,2024-06-23,2024-09-18,SYS_A,BATCH-5583
Person_415,person_415@example.com,555-0415,965-53-8874,38,M,South,,23521.74,14552.44,702,232.49,2024-01-09,2024-10-14,SYS_B,BATCH-4751
Person_416,person_416@example.com,555-0416,986-86-5184,50,F,South,Single,67267.61,-3073.71,837,24.56,2024-06-29,2024-10-21,SYS_A,BATCH-2812
Person_417,person_417@example.com,555-0417,392-97-3176,35,F,Northeast,Single,33133.48,16724.06,421,460.42,2024-03-20,2024-09-10,SYS_B,BATCH-5949
Person_418,person_418@example.com,555-0418,470-16-8142,48,F,Southeast,Married,150000.0,7573.41,440,207.13,2024-11-08,2024-12-06,SYS_A,BATCH-1926
Person_419,person_419@example.com,555-0419,684-17-2997,46,F,Central,Single,28480.17,18885.51,561,670.12,2024-02-03,2024-12-15,SYS_B,BATCH-7283
Person_420,person_420@example.com,555-0420,599-58-8217,51,Other,Midlands,Widowed,26142.27,4745.19,699,11.11,2024-10-08,2024-07-19,SYS_B,BATCH-8396
Person_421,person_421@example.com,555-0421,339-92-4999,42,F,Central,Single,63263.85,15240.05,828,3.91,2024-06-11,2024-12-16,SYS_A,BATCH-1832
Person_422,person_422@example.com,555-0422,839-31-1332,51,F,East,Single,105309.27,12734.69,738,75.93,2024-01-07,2024-08-04,SYS_A,BATCH-5313
Person_423,person_423@example.com,555-0423,149-43-9577,70,M,Central,Married,50629.76,17424.82,737,8.36,2024-09-02,2024-08-13,SYS_B,BATCH-6895
Person_424,person_424@example.com,555-0424,143-42-1983,45,M,East,Single,65259.13,15997.58,543,403.21,2024-06-15,2024-10-05,SYS_B,BATCH-1559
Person_425,person_425@example.com,555-0425,937-70-7863,40,M,South,Divorced,20000.0,12958.69,655,329.16,2024-10-08,2024-07-04,SYS_A,BATCH-4503
Person_426,person_426@example.com,555-0426,741-68-7962,26,M,North,Married,34934.99,2709.82,416,133.22,2024-08-13,2024-09-04,SYS_B,BATCH-3322
Person_427,person_427@example.com,555-0427,107-87-7658,40,M,East,Single,28658.12,3182.34,555,49.92,2024-10-14,2024-08-03,SYS_B,BATCH-1353
Person_428,person_428@example.com,555-0428,764-45-8207,25,M,Southeast,Married,20000.0,10328.9,404,201.4,2024-06-17,2024-09-26,SYS_A,BATCH-8235
Person_429,person_429@example.com,555-0429,443-14-9169,29,F,North,Married,51973.54,14933.76,314,204.32,2024-01-03,2024-11-26,SYS_B,BATCH-5001
Person_430,person_430@example.com,555-0430,310-19-6596,77,M,West,Married,20000.0,10134.02,771,400.37,2024-02-17,2024-12-16,SYS_A,BATCH-7764
Person_431,person_431@example.com,555-0431,310-86-4993,23,F,Northeast,Divorced,25308.66,20001.7,743,52.41,2024-06-16,2024-08-07,SYS_B,BATCH-6283
Person_432,person_432@example.com,555-0432,104-94-5631,48,F,Northeast,Married,37474.02,12766.23,581,343.52,2024-05-25,2024-10-07,SYS_A,BATCH-8881
Person_433,person_433@example.com,555-0433,336-70-5774,70,M,Northwest,Married,32349.6,7279.9,307,292.33,2024-10-16,2024-09-24,SYS_B,BATCH-9972
Person_434,person_434@example.com,555-0434,126-77-4611,78,M,Northwest,Single,59766.72,12775.23,349,142.43,2024-05-30,2024-09-13,SYS_B,BATCH-6418
Person_435,person_435@example.com,555-0435,729-89-6494,27,M,Southeast,Married,57113.17,16806.88,361,13.16,2024-11-09,2024-10-24,SYS_B,BATCH-4169
Person_436,person_436@example.com,555-0436,703-32-3138,28,Other,North,Widowed,76641.91,17599.08,695,31.08,2024-03-09,2024-12-29,SYS_B,BATCH-4805
Person_437,person_437@example.com,555-0437,473-85-5717,41,M,Central,Married,71409.91,30027.03,412,28.0,2024-05-20,2024-09-11,SYS_B,BATCH-8427
Person_438,person_438@example.com,555-0438,412-79-8679,52,F,Northeast,Married,86717.1,9648.73,437,197.03,2024-10-03,2024-07-11,SYS_B,BATCH-4839
Person_439,person_439@example.com,555-0439,911-36-7386,78,F,South,Married,48973.8,14412.17,774,481.45,2024-02-15,2024-12-15,SYS_B,BATCH-5677
Person_440,person_440@example.com,555-0440,630-49-4572,31,Other,North,Married,57052.86,18408.99,782,271.28,2024-04-27,2024-12-18,SYS_A,BATCH-2745
Person_441,person_441@example.com,555-0441,202-34-5946,28,M,South,Widowed,63307.36,14812.62,720,67.77,2024-10-01,2024-08-27,SYS_A,BATCH-9909
Person_442,person_442@example.com,555-0442,897-87-2688,33,M,West,Single,52618.78,10995.05,470,237.72,2024-08-02,2024-09-29,SYS_A,BATCH-6856
Person_443,person_443@example.com,555-0443,710-17-7074,73,M,West,Single,40191.18,2605.94,619,286.49,2024-10-10,2024-12-05,SYS_B,BATCH-3971
Person_444,person_444@example.com,555-0444,407-50-7458,19,M,South,Married,41513.7,10913.32,410,1010.94,2024-07-07,2024-09-30,SYS_B,BATCH-6265
Person_445,person_445@example.com,555-0445,481-81-5801,41,M,Northwest,Married,32572.41,6410.38,772,13.17,2024-11-09,2024-09-26,SYS_A,BATCH-4609
Person_446,person_446@example.com,555-0446,997-66-3666,25,F,Midlands,Married,60524.8,1187.15,346,207.22,2024-11-16,2024-12-16,SYS_A,BATCH-2393
Person_447,person_447@example.com,555-0447,796-46-5806,27,F,South,Single,46769.77,8634.57,710,554.89,2024-12-21,2024-11-29,SYS_B,BATCH-8871
Person_448,person_448@example.com,555-0448,223-20-6173,75,F,Midlands,Married,35186.34,6623.27,581,13.96,2024-02-14,2024-09-30,SYS_B,BATCH-8970
Person_449,person_449@example.com,555-0449,267-98-8700,18,F,North,Married,35202.68,19670.29,717,73.4,2024-08-03,2024-07-28,SYS_B,BATCH-8513
Person_450,person_450@example.com,555-0450,730-75-6356,38,M,Midlands,Married,26763.67,19808.73,548,240.76,2024-02-11,2024-09-18,SYS_A,BATCH-4315
Person_451,person_451@example.com,555-0451,154-44-5461,75,F,Midlands,Married,79971.11,7768.97,387,126.6,2024-03-24,2024-11-01,SYS_A,BATCH-3307
Person_452,person_452@example.com,555-0452,922-29-5471,56,F,North,Married,50986.13,,713,176.91,2024-04-19,2024-08-18,SYS_A,BATCH-1447
Person_453,person_453@example.com,555-0453,409-21-1927,22,F,Southeast,Married,31843.86,134.06,647,171.37,2024-08-23,2024-10-06,SYS_B,BATCH-7583
Person_454,person_454@example.com,555-0454,428-17-1604,47,F,Midlands,Married,73443.66,11045.28,555,284.63,2024-06-06,2024-10-28,SYS_B,BATCH-3950
Person_455,person_455@example.com,555-0455,415-27-5992,79,M,Midlands,Married,37040.81,18191.86,505,108.05,2024-11-11,2024-07-14,SYS_B,BATCH-9029
Person_456,person_456@example.com,555-0456,115-36-5079,43,M,Midlands,,24264.02,21599.5,489,305.38,2024-04-18,2024-10-12,SYS_A,BATCH-8827
Person_457,person_457@example.com,555-0457,965-66-8925,51,M,Central,Married,81683.81,9295.62,565,377.95,2024-08-13,2024-11-12,SYS_A,BATCH-2153
Person_458,person_458@example.com,555-0458,408-50-4783,51,M,North,Single,37475.83,23414.84,444,226.6,2024-10-05,2024-08-07,SYS_B,BATCH-9251
Person_459,person_459@example.com,555-0459,897-95-9660,59,F,Southwest,Single,39956.65,2874.46,455,90.45,2024-12-23,2024-10-08,SYS_B,BATCH-2262
Person_460,person_460@example.com,555-0460,776-54-5867,29,M,Northeast,Married,50040.6,5018.98,453,539.46,2024-03-30,2024-11-07,SYS_A,BATCH-5413
Person_461,person_461@example.com,555-0461,981-35-4120,70,F,Northeast,Divorced,86794.16,20677.29,306,8.36,2024-09-24,2024-07-07,SYS_B,BATCH-5264
Person_462,person_462@example.com,555-0462,906-44-3115,80,F,West,Married,49514.39,28368.97,811,170.95,2024-01-31,2024-10-26,SYS_B,BATCH-9606
Person_463,person_463@example.com,555-0463,603-38-9016,26,M,Central,Single,26915.06,18947.46,430,346.84,2024-07-17,2024-08-16,SYS_A,BATCH-6915
Person_464,person_464@example.com,555-0464,917-37-5765,69,M,South,Married,64340.11,14677.26,390,118.8,2024-05-31,2024-09-10,SYS_B,BATCH-8876
Person_465,person_465@example.com,555-0465,984-76-2940,69,F,Southeast,Single,38465.04,-2561.47,383,99.92,2024-12-15,2024-10-26,SYS_B,BATCH-6361
Person_466,person_466@example.com,555-0466,631-65-6880,64,F,North,Married,125990.53,-1179.58,844,32.12,2024-10-09,2024-06-29,SYS_B,BATCH-8426
Person_467,person_467@example.com,555-0467,122-36-8690,41,M,Southeast,Divorced,48993.36,16035.28,562,145.91,2024-12-04,2024-07-02,SYS_A,BATCH-8668
Person_468,person_468@example.com,555-0468,316-36-3902,47,M,Southwest,Married,20000.0,12135.5,480,669.34,2024-11-06,2024-09-19,SYS_B,BATCH-8736
Person_469,person_469@example.com,555-0469,259-23-4122,70,F,Central,Married,58611.28,6153.32,522,8.07,2024-05-29,2024-12-21,SYS_A,BATCH-4704
Person_470,person_470@example.com,555-0470,886-10-3548,27,M,Central,Single,129611.77,15524.26,348,14.85,2024-09-24,2024-06-30,SYS_B,BATCH-4436
Person_471,person_471@example.com,555-0471,154-59-3255,70,F,East,Married,107792.15,15921.05,472,574.34,2024-01-12,2024-11-21,SYS_A,BATCH-9862
Person_472,person_472@example.com,555-0472,811-62-8053,76,M,Midlands,Divorced,122452.34,22555.33,437,1272.47,2024-07-22,2024-07-12,SYS_B,BATCH-7807
Person_473,person_473@example.com,555-0473,670-49-8747,60,M,Southeast,Married,29440.3,16092.82,742,238.61,2024-01-18,2024-09-27,SYS_B,BATCH-9254
Person_474,person_474@example.com,555-0474,528-94-9951,39,F,East,Married,77348.48,24827.15,332,1242.48,2024-09-21,2024-09-16,SYS_A,BATCH-6195
Person_475,person_475@example.com,555-0475,629-70-3300,53,F,South,Married,34166.56,15063.95,534,196.54,2024-12-18,2024-09-23,SYS_A,BATCH-9360
Person_476,person_476@example.com,555-0476,832-69-9122,21,F,South,Single,54838.33,14077.32,735,203.25,2024-09-05,2024-07-14,SYS_A,BATCH-7476
Person_477,person_477@example.com,555-0477,340-80-5232,76,M,West,Single,25939.54,23514.5,759,323.55,2024-11-02,2024-11-15,SYS_B,BATCH-7682
Person_478,person_478@example.com,555-0478,266-25-6058,39,Other,Midlands,Single,35517.19,7172.47,582,940.13,2024-03-26,2024-08-18,SYS_B,BATCH-2599
Person_479,person_479@example.com,555-0479,387-19-4843,21,F,Southeast,Married,34957.09,37515.58,422,85.13,2024-12-28,2024-11-18,SYS_B,BATCH-6101
Person_480,person_480@example.com,555-0480,686-38-9597,68,M,South,Widowed,76824.4,18002.06,485,191.6,2024-07-20,2024-10-28,SYS_A,BATCH-7581
Person_481,person_481@example.com,555-0481,800-55-9410,59,M,Southwest,,73156.74,18046.63,422,676.67,2024-09-03,2024-10-08,SYS_A,BATCH-7848
Person_482,person_482@example.com,555-0482,489-22-1322,57,M,West,Single,56297.75,19200.77,664,633.23,2024-10-08,2024-08-25,SYS_A,BATCH-9617
Person_483,person_483@example.com,555-0483,943-95-7652,21,F,Southwest,Single,24954.0,30017.09,461,562.28,2024-08-21,2024-10-27,SYS_B,BATCH-3942
Person_484,person_484@example.com,555-0484,192-36-1369,65,M,South,Single,41947.76,21340.06,647,300.37,2024-04-25,2024-12-30,SYS_B,BATCH-3723
Person_485,person_485@example.com,555-0485,146-31-6148,58,F,Northeast,,33756.96,2159.55,661,301.14,2024-08-11,2024-12-16,SYS_A,BATCH-9724
Person_486,person_486@example.com,555-0486,158-97-5095,67,M,Midlands,Married,75723.05,26227.76,817,197.56,2024-08-26,2024-12-15,SYS_A,BATCH-9874
Person_487,person_487@example.com,555-0487,337-55-8110,70,Other,South,Married,88352.73,12272.83,504,18.92,2024-11-08,2024-08-08,SYS_B,BATCH-2618
Person_488,person_488@example.com,555-0488,381-14-1458,31,M,Southeast,Divorced,83132.65,15857.24,829,110.18,2024-06-24,2024-10-15,SYS_B,BATCH-4405
Person_489,person_489@example.com,555-0489,865-19-6719,31,F,Midlands,Single,33603.66,4765.97,520,347.14,2024-07-02,2024-09-10,SYS_A,BATCH-9531
Person_490,person_490@example.com,555-0490,445-79-1544,76,M,South,Married,20000.0,19209.62,675,117.14,2024-07-02,2024-12-24,SYS_B,BATCH-2797
Person_491,person_491@example.com,555-0491,907-72-5043,51,M,North,Widowed,20262.34,9789.01,664,84.6,2024-02-11,2024-12-21,SYS_A,BATCH-8047
Person_492,person_492@example.com,555-0492,286-96-3718,45,F,Northeast,Married,99789.03,15801.36,750,5.46,2024-02-02,2024-12-06,SYS_A,BATCH-2010
Person_493,person_493@example.com,555-0493,540-45-3074,36,F,East,Single,40109.66,12727.21,558,412.62,2024-01-08,2024-07-29,SYS_A,BATCH-2604
Person_494,person_494@example.com,555-0494,474-23-1014,58,F,North,Widowed,33679.27,30400.1,736,194.26,2024-08-31,2024-08-26,SYS_B,BATCH-8063
Person_495,person_495@example.com,555-0495,360-19-4732,65,M,Central,Divorced,111449.87,30858.08,495,121.15,2024-06-01,2024-11-07,SYS_B,BATCH-6466
Person_496,person_496@example.com,555-0496,875-24-1011,18,F,Southeast,Married,92279.75,15372.11,570,275.59,2024-11-11,2024-11-14,SYS_A,BATCH-5992
Person_497,person_497@example.com,555-0497,199-55-3473,52,F,East,Married,49623.73,15511.82,575,44.22,2024-09-13,2024-09-01,SYS_B,BATCH-8708
Person_498,person_498@example.com,555-0498,540-12-3997,80,F,East,Single,42331.99,12012.46,688,524.61,2024-02-21,2024-07-24,SYS_B,BATCH-3763
Person_499,person_499@example.com,555-0499,468-48-5959,35,M,Southwest,Divorced,45887.56,23848.05,640,209.54,2024-02-06,2024-07-24,SYS_B,BATCH-5529
Person_500,person_500@example.com,555-0500,801-51-8569,35,F,Central,Married,54917.17,12368.64,343,502.5,2024-05-13,2024-11-02,SYS_B,BATCH-6475
